state_name,county_name,year,parameter_name,units_of_measure,mean,first_max_value
Alabama,Baldwin,2011,Ozone,Parts per million,0.0467215,0.080499999999999988
Alabama,Baldwin,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.953913,21.2
Alabama,Clay,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.60339,28.7
Alabama,Colbert,2011,Ozone,Parts per million,0.044951000000000005,0.071750000000000008
Alabama,Colbert,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.324348,21.9
Alabama,DeKalb,2011,Ozone,Parts per million,0.047054000000000006,0.072749999999999981
Alabama,DeKalb,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.185047,24.7
Alabama,Elmore,2011,Ozone,Parts per million,0.04663375,0.075749999999999984
Alabama,Etowah,2011,Ozone,Parts per million,0.04399325,0.06875
Alabama,Etowah,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.423684,35
Alabama,Houston,2011,Ozone,Parts per million,0.04563725,0.071250000000000008
Alabama,Houston,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.193103,29.7
Alabama,Jefferson,2011,Barometric pressure,Millibars,993.358953,1009.4
Alabama,Jefferson,2011,Carbon monoxide,Parts per million,0.31611633333333333,3.8166666666666669
Alabama,Jefferson,2011,Outdoor Temperature,Degrees Fahrenheit,18.787424,37.4
Alabama,Jefferson,2011,Ozone,Parts per million,0.048183111111111121,0.0909166666666667
Alabama,Jefferson,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),27.121901875,189.875
Alabama,Jefferson,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.610163499999993,33.637499999999996
Alabama,Jefferson,2011,Sulfur dioxide,Parts per billion,1.8742704999999997,25.200000000000003
Alabama,Jefferson,2011,Wind Direction - Resultant,Degrees Compass,160.760474,360
Alabama,Jefferson,2011,Wind Speed - Resultant,Knots,2.794758,50
Alabama,Madison,2011,Ozone,Parts per million,0.048589875000000005,0.077125
Alabama,Madison,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16.410546,36.666666666666671
Alabama,Madison,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.307692,25.8
Alabama,Mobile,2011,Ozone,Parts per million,0.046121875000000007,0.079875000000000015
Alabama,Mobile,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.7346199999999978,22.4
Alabama,Montgomery,2011,Ozone,Parts per million,0.04748075,0.077499999999999986
Alabama,Montgomery,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),22.474576,58
Alabama,Montgomery,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.114286,27.6
Alabama,Morgan,2011,Ozone,Parts per million,0.04787375,0.08
Alabama,Morgan,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.478151,24.8
Alabama,Russell,2011,Ozone,Parts per million,0.04731975,0.0815
Alabama,Russell,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.424576,33.4
Alabama,Shelby,2011,Ozone,Parts per million,0.048372,0.095
Alabama,Shelby,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.82314,29.2
Alabama,Sumter,2011,Ozone,Parts per million,0.041264,0.07
Alabama,Talladega,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.308182,32.5
Alabama,Tuscaloosa,2011,Ozone,Parts per million,0.038764,0.06575
Alabama,Tuscaloosa,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.731858,36.2
Alabama,Walker,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.328037,27.9
Alaska,Anchorage ,2011,Carbon monoxide,Parts per million,0.725414625,4.5749999999999993
Alaska,Anchorage ,2011,Ozone,Parts per million,0.026356,0.051000000000000004
Alaska,Anchorage ,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13.99235,67
Alaska,Anchorage ,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.236667,14.2
Alaska,Denali ,2011,Outdoor Temperature,Degrees Fahrenheit,28.926057,76
Alaska,Denali ,2011,Ozone,Parts per million,0.0341785,0.05925
Alaska,Denali ,2011,Relative Humidity ,Percent relative humidity,66.428229,100
Alaska,Denali ,2011,Wind Direction - Resultant,Degrees Compass,181.362568,360
Alaska,Denali ,2011,Wind Speed - Resultant,Knots,1.874724,9.1
Alaska,Fairbanks North Star ,2011,Carbon monoxide,Parts per million,0.39539475,2.7757500000000004
Alaska,Fairbanks North Star ,2011,Outdoor Temperature,Degrees Fahrenheit,30.115418,85.6
Alaska,Fairbanks North Star ,2011,Ozone,Parts per million,0.01792775,0.039500000000000007
Alaska,Fairbanks North Star ,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.152652166666666,36.5
Alaska,Fairbanks North Star ,2011,Sulfur dioxide,Parts per billion,9.240732,43.525000000000006
Alaska,Fairbanks North Star ,2011,Wind Direction - Resultant,Degrees Compass,195.390113,360
Alaska,Fairbanks North Star ,2011,Wind Speed - Resultant,Knots,2.094633,15.5
Alaska,Juneau ,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7.540984,24
Alaska,Juneau ,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.42,24.3
Alaska,Matanuska-Susitna ,2011,Ozone,Parts per million,0.025721,0.051500000000000004
Alaska,Matanuska-Susitna ,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9.018868,34
Alaska,Matanuska-Susitna ,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.2660439999999991,33.3
Arizona,Apache,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16.594025333333331,118.33333333333334
Arizona,Apache,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.66129,11.8
Arizona,Cochise,2011,Outdoor Temperature,Degrees Fahrenheit,60.565455,99
Arizona,Cochise,2011,Ozone,Parts per million,0.052860000000000004,0.07925
Arizona,Cochise,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),28.485664,111.5
Arizona,Cochise,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.478689,14.8
Arizona,Cochise,2011,Relative Humidity ,Percent relative humidity,38.314206,100
Arizona,Cochise,2011,Wind Direction - Resultant,Degrees Compass,166.000232,360
Arizona,Cochise,2011,Wind Speed - Resultant,Knots,5.29205,18.6
Arizona,Coconino,2011,Outdoor Temperature,Degrees Fahrenheit,50.633761,88
Arizona,Coconino,2011,Ozone,Parts per million,0.0530975,0.078999999999999987
Arizona,Coconino,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20.135156249999998,109.5
Arizona,Coconino,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.167213,15.1
Arizona,Coconino,2011,Relative Humidity ,Percent relative humidity,43.481808,100
Arizona,Coconino,2011,Wind Direction - Resultant,Degrees Compass,181.13177,360
Arizona,Coconino,2011,Wind Speed - Resultant,Knots,4.960734,16.5
Arizona,Gila,2011,Ozone,Parts per million,0.0581505,0.085249999999999992
Arizona,Gila,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17.170532666666663,61.666666666666664
Arizona,Gila,2011,Sulfur dioxide,Parts per billion,8.319114,123.84999999999998
Arizona,La Paz,2011,Ozone,Parts per million,0.0544955,0.08225
Arizona,Maricopa,2011,Carbon monoxide,Parts per million,0.42267134615384605,2.2258846153846163
Arizona,Maricopa,2011,Nitrogen dioxide (NO2),Parts per billion,25.695196000000003,58.400000000000006
Arizona,Maricopa,2011,Outdoor Temperature,Degrees Fahrenheit,73.885907,116
Arizona,Maricopa,2011,Ozone,Parts per million,0.052865489583333349,0.086333333333333345
Arizona,Maricopa,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),37.482733223684221,1446.3157894736842
Arizona,Maricopa,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.219007454545455,47.572727272727256
Arizona,Maricopa,2011,Relative Humidity ,Percent relative humidity,35.342051,95
Arizona,Maricopa,2011,Sulfur dioxide,Parts per billion,1.3140075000000002,6.7749999999999995
Arizona,Maricopa,2011,Wind Direction - Resultant,Degrees Compass,180.42182263636366,359.79090909090911
Arizona,Maricopa,2011,Wind Speed - Resultant,Knots,3.3845087272727263,18.454545454545457
Arizona,Mohave,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11.047723,60.666666666666664
Arizona,Mohave,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.94,4.6
Arizona,Navajo,2011,Outdoor Temperature,Degrees Fahrenheit,53.838067,94
Arizona,Navajo,2011,Ozone,Parts per million,0.05115225,0.0735
Arizona,Navajo,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16.777411666666666,109.33333333333334
Arizona,Navajo,2011,Relative Humidity ,Percent relative humidity,43.163578,95
Arizona,Navajo,2011,Wind Direction - Resultant,Degrees Compass,203.200641,360
Arizona,Navajo,2011,Wind Speed - Resultant,Knots,7.759448,41.9
Arizona,Pima,2011,Carbon monoxide,Parts per million,0.29502159999999994,1.5699999999999998
Arizona,Pima,2011,Nitrogen dioxide (NO2),Parts per billion,19.2714235,48.300000000000004
Arizona,Pima,2011,Outdoor Temperature,Degrees Fahrenheit,67.640531636363633,108.63636363636364
Arizona,Pima,2011,Ozone,Parts per million,0.047809062499999978,0.076125000000000026
Arizona,Pima,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),23.992773,175.22222222222223
Arizona,Pima,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.551359,12.999999999999998
Arizona,Pima,2011,Relative Humidity ,Percent relative humidity,32.802245714285718,95.142857142857139
Arizona,Pima,2011,Sulfur dioxide,Parts per billion,0.54122875,7.9
Arizona,Pima,2011,Wind Direction - Resultant,Degrees Compass,193.49551272727274,359
Arizona,Pima,2011,Wind Speed - Resultant,Knots,4.5593617272727274,21.099999999999994
Arizona,Pinal,2011,Ozone,Parts per million,0.05197895,0.07895
Arizona,Pinal,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),47.979089941176468,232.35294117647061
Arizona,Pinal,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.9243867058823518,45.805882352941175
Arizona,Santa Cruz,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),39.145161,126
Arizona,Santa Cruz,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.92069,29.1
Arizona,Yavapai,2011,Ozone,Parts per million,0.0522545,0.07875
Arizona,Yavapai,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11.614035,90
Arizona,Yavapai,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.868421,14.3
Arizona,Yuma,2011,Ozone,Parts per million,0.052786,0.083999999999999991
Arizona,Yuma,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.622034,15.7
Arkansas,Arkansas,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.966667,25.2
Arkansas,Ashley,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.213559,32.9
Arkansas,Clark,2011,Ozone,Parts per million,0.043085500000000006,0.07375000000000001
Arkansas,Crittenden,2011,Nitrogen dioxide (NO2),Parts per billion,16.532427499999997,63.7
Arkansas,Crittenden,2011,Ozone,Parts per million,0.048854749999999995,0.09325
Arkansas,Crittenden,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.606957,23.3
Arkansas,Faulkner,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.426957,27.2
Arkansas,Garland,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.468033,27.2
Arkansas,Jackson,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.32906,24.6
Arkansas,Newton,2011,Ozone,Parts per million,0.0479155,0.07575
Arkansas,Phillips,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.915966,27.1
Arkansas,Polk,2011,Ozone,Parts per million,0.05184825,0.087
Arkansas,Polk,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.507563,25.8
Arkansas,Pope,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.988235,27.2
Arkansas,Pulaski,2011,Carbon monoxide,Parts per million,0.4296525,1.7
Arkansas,Pulaski,2011,Nitrogen dioxide (NO2),Parts per billion,16.4243225,66.4
Arkansas,Pulaski,2011,Outdoor Temperature,Degrees Fahrenheit,62.319247,109
Arkansas,Pulaski,2011,Ozone,Parts per million,0.046000500000000007,0.087583333333333346
Arkansas,Pulaski,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),22.11526,47
Arkansas,Pulaski,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.029484333333333,31.633333333333336
Arkansas,Pulaski,2011,Relative Humidity ,Percent relative humidity,48.064475,93
Arkansas,Pulaski,2011,Sulfur dioxide,Parts per billion,2.1413525,13.624999999999998
Arkansas,Pulaski,2011,Wind Direction - Resultant,Degrees Compass,200.683813,360
Arkansas,Pulaski,2011,Wind Speed - Resultant,Knots,3.898248,14.5
Arkansas,Sebastian,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.294118,22.9
Arkansas,Union,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.684483,29.4
Arkansas,Union,2011,Sulfur dioxide,Parts per billion,2.69948775,24.95
Arkansas,Van Buren,2011,Ozone,Parts per million,0.02351925,0.046
Arkansas,Washington,2011,Ozone,Parts per million,0.04804925,0.084249999999999992
Arkansas,Washington,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.682301,32.3
Arkansas,White,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.92069,25.1
California,Alameda,2011,Carbon monoxide,Parts per million,0.32450775000000004,2.9499999999999997
California,Alameda,2011,Nitrogen dioxide (NO2),Parts per billion,15.644863125,53.725000000000009
California,Alameda,2011,Ozone,Parts per million,0.032242875000000004,0.06937500000000002
California,Alameda,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.831034,23.6
California,Alameda,2011,Sulfur dioxide,Parts per billion,1.47122625,13.9
California,Amador,2011,Outdoor Temperature,Degrees Fahrenheit,55.518709,97
California,Amador,2011,Ozone,Parts per million,0.04245725,0.080499999999999988
California,Amador,2011,Wind Direction - Resultant,Degrees Compass,204.548608,358
California,Amador,2011,Wind Speed - Resultant,Knots,1.870695,10
California,Butte,2011,Barometric pressure,Millibars,1006.807925,1025.2
California,Butte,2011,Carbon monoxide,Parts per million,0.281123,2.35
California,Butte,2011,Nitrogen dioxide (NO2),Parts per billion,12.863792499999999,41
California,Butte,2011,Outdoor Temperature,Degrees Fahrenheit,59.482589250000004,102
California,Butte,2011,Ozone,Parts per million,0.043176624999999989,0.077625000000000013
California,Butte,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21.327869,58
California,Butte,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.003279,51.8
California,Butte,2011,Relative Humidity ,Percent relative humidity,61.172507,97.333333333333343
California,Butte,2011,Wind Direction - Resultant,Degrees Compass,177.53003133333331,360
California,Butte,2011,Wind Speed - Resultant,Knots,3.367869666666667,17.666666666666668
California,Calaveras,2011,Outdoor Temperature,Degrees Fahrenheit,57.264733,99
California,Calaveras,2011,Ozone,Parts per million,0.045702499999999993,0.088000000000000009
California,Calaveras,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13.964912,32
California,Calaveras,2011,Wind Direction - Resultant,Degrees Compass,199.173024,360
California,Calaveras,2011,Wind Speed - Resultant,Knots,2.439356,12
California,Colusa,2011,Barometric pressure,Millibars,1011.973795,1031.9
California,Colusa,2011,Outdoor Temperature,Degrees Fahrenheit,60.017025,102
California,Colusa,2011,Ozone,Parts per million,0.03904825,0.072
California,Colusa,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),2,2
California,Colusa,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.317258857142857,48.828571428571436
California,Colusa,2011,Wind Direction - Resultant,Degrees Compass,192.143363,360
California,Colusa,2011,Wind Speed - Resultant,Knots,3.061001,24
California,Contra Costa,2011,Carbon monoxide,Parts per million,0.32712316666666669,1.3333333333333335
California,Contra Costa,2011,Nitrogen dioxide (NO2),Parts per billion,12.430709333333333,42.966666666666661
California,Contra Costa,2011,Ozone,Parts per million,0.034416999999999996,0.07583333333333335
California,Contra Costa,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16.698542666666668,56.666666666666671
California,Contra Costa,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.619545,47.5
California,Contra Costa,2011,Sulfur dioxide,Parts per billion,1.6293045,15.758333333333338
California,Del Norte,2011,Barometric pressure,Millibars,1016.725114,1035
California,Del Norte,2011,Outdoor Temperature,Degrees Fahrenheit,51.113659,83
California,Del Norte,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15.254237,61
California,Del Norte,2011,Relative Humidity ,Percent relative humidity,79.583446,99.9
California,El Dorado,2011,Outdoor Temperature,Degrees Fahrenheit,59.318861999999996,93.333333333333343
California,El Dorado,2011,Ozone,Parts per million,0.052491166666666672,0.089333333333333348
California,El Dorado,2011,Wind Direction - Resultant,Degrees Compass,123.86565633333333,360
California,El Dorado,2011,Wind Speed - Resultant,Knots,3.5787203333333331,15.666666666666668
California,Fresno,2011,Barometric pressure,Millibars,1003.4085492500001,1100.9
California,Fresno,2011,Carbon monoxide,Parts per million,0.30657375000000003,2.2125000000000004
California,Fresno,2011,Nitrogen dioxide (NO2),Parts per billion,14.987287900000002,51.55
California,Fresno,2011,Outdoor Temperature,Degrees Fahrenheit,62.207758000000005,103.00000000000001
California,Fresno,2011,Ozone,Parts per million,0.05241450000000001,0.10258333333333333
California,Fresno,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),29.983424666666668,83.666666666666657
California,Fresno,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),16.154600000000002,77.549999999999983
California,Fresno,2011,Relative Humidity ,Percent relative humidity,62.219957666666659,99.666666666666657
California,Fresno,2011,Sulfur dioxide,Parts per billion,0.92308525000000019,10.975
California,Fresno,2011,Wind Direction - Resultant,Degrees Compass,228.905533,360
California,Fresno,2011,Wind Speed - Resultant,Knots,3.4060793999999994,18.380000000000003
California,Glenn,2011,Outdoor Temperature,Degrees Fahrenheit,60.443709,106
California,Glenn,2011,Ozone,Parts per million,0.042171250000000007,0.0745
California,Glenn,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18.442623,48
California,Glenn,2011,Relative Humidity ,Percent relative humidity,66.6833,100
California,Glenn,2011,Wind Direction - Resultant,Degrees Compass,208.261704,360
California,Glenn,2011,Wind Speed - Resultant,Knots,4.963919,28
California,Humboldt,2011,Barometric pressure,Millibars,995.490084,1015
California,Humboldt,2011,Carbon monoxide,Parts per million,0.36027700000000007,1.45
California,Humboldt,2011,Nitrogen dioxide (NO2),Parts per billion,4.0744039999999995,18.599999999999998
California,Humboldt,2011,Outdoor Temperature,Degrees Fahrenheit,51.662187,100
California,Humboldt,2011,Ozone,Parts per million,0.028653125,0.046874999999999993
California,Humboldt,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17.534247,49
California,Humboldt,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.6161394999999992,30.560000000000002
California,Humboldt,2011,Relative Humidity ,Percent relative humidity,75.28322,92.8
California,Humboldt,2011,Sulfur dioxide,Parts per billion,0.27404100000000003,1.3750000000000002
California,Imperial,2011,Barometric pressure,Millibars,1009.500228,1031.9
California,Imperial,2011,Carbon monoxide,Parts per million,0.60767625,4.675
California,Imperial,2011,Nitrogen dioxide (NO2),Parts per billion,19.710924499999997,123.7
California,Imperial,2011,Outdoor Temperature,Degrees Fahrenheit,79.3929784,117.20000000000002
California,Imperial,2011,Ozone,Parts per million,0.04664225,0.082812499999999969
California,Imperial,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),35.569466999999996,114.75
California,Imperial,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.2545492222222219,48.133333333333333
California,Imperial,2011,Relative Humidity ,Percent relative humidity,42.009049,100
California,Imperial,2011,Sulfur dioxide,Parts per billion,0.73413125,7
California,Imperial,2011,Wind Direction - Resultant,Degrees Compass,210.69640299999998,359.97499999999997
California,Imperial,2011,Wind Speed - Resultant,Knots,4.5288604999999995,23.424999999999997
California,Inyo,2011,Barometric pressure,Millibars,882.97999625000011,900.75
California,Inyo,2011,Dew Point,Degrees Fahrenheit,24.349929000000003,62
California,Inyo,2011,Outdoor Temperature,Degrees Fahrenheit,60.938909687500008,99.874999999999986
California,Inyo,2011,Ozone,Parts per million,0.05202875,0.08025
California,Inyo,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20.42671725,971.99999999999977
California,Inyo,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.1,79
California,Inyo,2011,Relative Humidity ,Percent relative humidity,30.049512555555555,95.888888888888872
California,Inyo,2011,Wind Direction - Resultant,Degrees Compass,208.7415665,360
California,Inyo,2011,Wind Speed - Resultant,Knots,5.7051335000000005,31.224999999999998
California,Kern,2011,Barometric pressure,Millibars,978.37236650000011,994.6
California,Kern,2011,Nitrogen dioxide (NO2),Parts per billion,18.0112285,53.333333333333336
California,Kern,2011,Outdoor Temperature,Degrees Fahrenheit,61.007226,100
California,Kern,2011,Ozone,Parts per million,0.051613535714285723,0.098214285714285712
California,Kern,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21.409865999999997,79
